userid,sessionid,session_duration,click_frequency,product_switch_count,purchase_ratio,cart_abandonment,cluster,user_segment,loss_aversion,comparison_overload,decision_fatigue,impulsive_behavior
303,10,3600.0,10,6,0.2,0.0,1,Impulsive Buyers,0,1,0,0
304,1,3600.0,9,6,0.2222222222222222,0.0,1,Impulsive Buyers,0,1,0,0
304,2,3600.0,9,4,0.0,1.0,2,Loyal Users,1,0,1,0
304,3,3600.0,6,5,0.1666666666666666,0.0,3,Hesitant Users,0,0,0,0
304,4,3600.0,5,4,0.2,0.0,3,Hesitant Users,0,0,0,0
304,5,3600.0,9,3,0.0,1.0,2,Loyal Users,1,0,1,0
304,6,3600.0,8,4,0.125,0.0,1,Impulsive Buyers,0,0,0,0
304,7,3600.0,9,5,0.2222222222222222,0.0,1,Impulsive Buyers,0,0,0,0
304,8,3600.0,7,0,0.0,0.0,0,Explorers,0,0,0,0
304,9,3600.0,7,1,0.1428571428571428,0.0,0,Explorers,0,0,0,0
304,10,3600.0,9,1,0.0,0.0,0,Explorers,0,0,0,0
305,1,3600.0,10,3,0.1,0.0,1,Impulsive Buyers,0,0,0,0
305,2,3600.0,8,3,0.25,0.0,3,Hesitant Users,0,0,0,0
305,3,3600.0,9,6,0.1111111111111111,0.0,1,Impulsive Buyers,0,1,0,0
305,4,3600.0,5,4,0.0,1.0,2,Loyal Users,0,0,1,0
305,5,3600.0,7,3,0.1428571428571428,0.0,3,Hesitant Users,0,0,0,0
305,6,3600.0,7,5,0.0,1.0,2,Loyal Users,1,0,1,0
305,7,3600.0,10,6,0.1,0.0,1,Impulsive Buyers,0,1,0,0
305,8,3600.0,9,4,0.0,1.0,2,Loyal Users,1,0,1,0
305,9,3600.0,10,6,0.1,0.0,1,Impulsive Buyers,0,1,0,0
305,10,3600.0,6,3,0.3333333333333333,0.0,3,Hesitant Users,0,0,0,0
306,1,3600.0,8,3,0.25,0.0,3,Hesitant Users,0,0,0,0
306,2,3600.0,5,2,0.0,1.0,2,Loyal Users,0,0,1,0
306,3,3600.0,8,4,0.0,1.0,2,Loyal Users,1,0,1,0
306,4,3600.0,9,5,0.2222222222222222,0.0,1,Impulsive Buyers,0,0,0,0
306,5,3600.0,9,4,0.2222222222222222,0.0,1,Impulsive Buyers,0,0,0,0
306,6,3600.0,8,2,0.125,0.0,0,Explorers,0,0,0,0
306,7,3600.0,9,3,0.1111111111111111,0.0,1,Impulsive Buyers,0,0,0,0
306,8,3600.0,6,2,0.0,1.0,2,Loyal Users,1,0,1,0
306,9,3600.0,5,1,0.0,0.0,0,Explorers,0,0,0,0
306,10,3600.0,10,5,0.2,0.0,1,Impulsive Buyers,0,0,0,0
307,1,3600.0,10,1,0.1,0.0,0,Explorers,0,0,0,0
307,2,3600.0,7,5,0.2857142857142857,0.0,3,Hesitant Users,0,0,0,0
307,3,3600.0,6,2,0.0,1.0,2,Loyal Users,1,0,1,0
307,4,3600.0,10,5,0.2,0.0,1,Impulsive Buyers,0,0,0,0
307,5,3600.0,10,4,0.2,0.0,1,Impulsive Buyers,0,0,0,0
307,6,3600.0,9,3,0.1111111111111111,0.0,1,Impulsive Buyers,0,0,0,0
307,7,3600.0,7,3,0.0,1.0,2,Loyal Users,1,0,1,0
307,8,3600.0,5,3,0.2,0.0,3,Hesitant Users,0,0,0,0
307,9,3600.0,10,5,0.1,0.0,1,Impulsive Buyers,0,0,0,0
307,10,3600.0,6,3,0.5,0.0,3,Hesitant Users,0,0,0,0
308,1,3600.0,9,5,0.4444444444444444,0.0,1,Impulsive Buyers,0,0,0,0
308,2,3600.0,9,3,0.1111111111111111,0.0,1,Impulsive Buyers,0,0,0,0
308,3,3600.0,6,2,0.1666666666666666,0.0,3,Hesitant Users,0,0,0,0
308,4,3600.0,10,3,0.2,0.0,1,Impulsive Buyers,0,0,0,0
308,5,3600.0,6,4,0.1666666666666666,0.0,3,Hesitant Users,0,0,0,0
308,6,3600.0,6,5,0.6666666666666666,0.0,3,Hesitant Users,0,0,0,0
308,7,3600.0,9,3,0.0,1.0,2,Loyal Users,1,0,1,0
308,8,3600.0,8,6,0.5,0.0,1,Impulsive Buyers,0,1,0,0
308,9,3600.0,10,4,0.1,0.0,1,Impulsive Buyers,0,0,0,0
308,10,3600.0,7,4,0.1428571428571428,0.0,3,Hesitant Users,0,0,0,0
309,1,3600.0,5,2,0.0,1.0,2,Loyal Users,0,0,1,0
309,2,3600.0,5,2,0.4,0.0,3,Hesitant Users,0,0,0,0
309,3,3600.0,7,4,0.1428571428571428,0.0,3,Hesitant Users,0,0,0,0
309,4,3600.0,9,6,0.2222222222222222,0.0,1,Impulsive Buyers,0,1,0,0
309,5,3600.0,7,3,0.1428571428571428,0.0,3,Hesitant Users,0,0,0,0
309,6,3600.0,9,5,0.2222222222222222,0.0,1,Impulsive Buyers,0,0,0,0
309,7,3600.0,7,2,0.2857142857142857,0.0,3,Hesitant Users,0,0,0,0
309,8,3600.0,5,3,0.2,0.0,3,Hesitant Users,0,0,0,0
309,9,3600.0,6,2,0.0,1.0,2,Loyal Users,1,0,1,0
309,10,3600.0,9,4,0.3333333333333333,0.0,1,Impulsive Buyers,0,0,0,0
310,1,3600.0,5,1,0.2,0.0,3,Hesitant Users,0,0,0,0
310,2,3600.0,8,3,0.125,0.0,1,Impulsive Buyers,0,0,0,0
310,3,3600.0,10,5,0.2,0.0,1,Impulsive Buyers,0,0,0,0
310,4,3600.0,10,4,0.2,0.0,1,Impulsive Buyers,0,0,0,0
310,5,3600.0,6,4,0.3333333333333333,0.0,3,Hesitant Users,0,0,0,0
310,6,3600.0,8,3,0.0,1.0,2,Loyal Users,1,0,1,0
310,7,3600.0,6,1,0.0,0.0,0,Explorers,0,0,0,0
310,8,3600.0,9,4,0.0,1.0,2,Loyal Users,1,0,1,0
310,9,3600.0,9,3,0.1111111111111111,0.0,1,Impulsive Buyers,0,0,0,0
310,10,3600.0,8,4,0.0,1.0,2,Loyal Users,1,0,1,0
311,1,3600.0,5,1,0.2,0.0,3,Hesitant Users,0,0,0,0
311,2,3600.0,10,4,0.1,0.0,1,Impulsive Buyers,0,0,0,0
311,3,3600.0,5,1,0.0,1.0,2,Loyal Users,0,0,1,0
311,4,3600.0,10,5,0.1,0.0,1,Impulsive Buyers,0,0,0,0
311,5,3600.0,10,3,0.2,0.0,1,Impulsive Buyers,0,0,0,0
311,6,3600.0,8,5,0.25,0.0,1,Impulsive Buyers,0,0,0,0
311,7,3600.0,10,2,0.1,0.0,1,Impulsive Buyers,0,0,0,0
311,8,3600.0,7,0,0.0,0.0,0,Explorers,0,0,0,0
311,9,3600.0,6,3,0.3333333333333333,0.0,3,Hesitant Users,0,0,0,0
311,10,3600.0,6,1,0.0,1.0,2,Loyal Users,1,0,1,0
312,1,3600.0,10,4,0.1,0.0,1,Impulsive Buyers,0,0,0,0
312,2,3600.0,10,3,0.2,0.0,1,Impulsive Buyers,0,0,0,0
312,3,3600.0,8,6,0.25,0.0,1,Impulsive Buyers,0,1,0,0
312,4,3600.0,7,4,0.0,1.0,2,Loyal Users,1,0,1,0
312,5,3600.0,10,3,0.0,1.0,2,Loyal Users,1,0,1,0
312,6,3600.0,7,0,0.0,0.0,0,Explorers,0,0,0,0
312,7,3600.0,5,0,0.0,0.0,0,Explorers,0,0,0,0
312,8,3600.0,5,1,0.2,0.0,3,Hesitant Users,0,0,0,0
312,9,3600.0,5,2,0.2,0.0,3,Hesitant Users,0,0,0,0
312,10,3600.0,8,5,0.25,0.0,1,Impulsive Buyers,0,0,0,0
313,1,3600.0,10,4,0.1,0.0,1,Impulsive Buyers,0,0,0,0
313,2,3600.0,5,3,0.0,1.0,2,Loyal Users,0,0,1,0
313,3,3600.0,9,4,0.0,1.0,2,Loyal Users,1,0,1,0
313,4,3600.0,6,4,0.5,0.0,3,Hesitant Users,0,0,0,0
313,5,3600.0,8,5,0.375,0.0,1,Impulsive Buyers,0,0,0,0
313,6,3600.0,5,3,0.2,0.0,3,Hesitant Users,0,0,0,0
313,7,3600.0,6,3,0.1666666666666666,0.0,3,Hesitant Users,0,0,0,0
313,8,3600.0,10,4,0.2,0.0,1,Impulsive Buyers,0,0,0,0
313,9,3600.0,7,5,0.1428571428571428,0.0,1,Impulsive Buyers,0,0,0,0
313,10,3600.0,9,5,0.2222222222222222,0.0,1,Impulsive Buyers,0,0,0,0
314,1,3600.0,8,2,0.125,0.0,0,Explorers,0,0,0,0
314,2,3600.0,5,3,0.2,0.0,3,Hesitant Users,0,0,0,0
314,3,3600.0,5,4,0.4,0.0,3,Hesitant Users,0,0,0,0
314,4,3600.0,8,6,0.375,0.0,1,Impulsive Buyers,0,1,0,0
314,5,3600.0,10,0,0.0,0.0,0,Explorers,0,0,0,0
314,6,3600.0,10,3,0.0,0.0,1,Impulsive Buyers,0,0,0,0
314,7,3600.0,9,3,0.1111111111111111,0.0,1,Impulsive Buyers,0,0,0,0
314,8,3600.0,5,2,0.2,0.0,3,Hesitant Users,0,0,0,0
314,9,3600.0,5,1,0.0,1.0,2,Loyal Users,0,0,1,0
314,10,3600.0,5,3,0.2,0.0,3,Hesitant Users,0,0,0,0
315,1,3600.0,8,3,0.125,0.0,1,Impulsive Buyers,0,0,0,0
315,2,3600.0,8,5,0.125,0.0,1,Impulsive Buyers,0,0,0,0
315,3,3600.0,9,3,0.1111111111111111,0.0,1,Impulsive Buyers,0,0,0,0
315,4,3600.0,9,4,0.2222222222222222,0.0,1,Impulsive Buyers,0,0,0,0
315,5,3600.0,10,5,0.2,0.0,1,Impulsive Buyers,0,0,0,0
315,6,3600.0,9,3,0.1111111111111111,0.0,1,Impulsive Buyers,0,0,0,0
315,7,3600.0,5,3,0.4,0.0,3,Hesitant Users,0,0,0,0
315,8,3600.0,9,5,0.0,1.0,2,Loyal Users,1,0,1,0
315,9,3600.0,7,3,0.2857142857142857,0.0,3,Hesitant Users,0,0,0,0
315,10,3600.0,5,2,0.2,0.0,3,Hesitant Users,0,0,0,0
316,1,3600.0,9,4,0.0,1.0,2,Loyal Users,1,0,1,0
316,2,3600.0,8,1,0.125,0.0,0,Explorers,0,0,0,0
316,3,3600.0,10,6,0.2,0.0,1,Impulsive Buyers,0,1,0,0
316,4,3600.0,7,2,0.1428571428571428,0.0,0,Explorers,0,0,0,0
316,5,3600.0,8,2,0.125,0.0,0,Explorers,0,0,0,0
316,6,3600.0,9,4,0.1111111111111111,0.0,1,Impulsive Buyers,0,0,0,0
316,7,3600.0,5,1,0.2,0.0,3,Hesitant Users,0,0,0,0
316,8,3600.0,7,3,0.4285714285714285,0.0,3,Hesitant Users,0,0,0,0
316,9,3600.0,7,1,0.1428571428571428,0.0,0,Explorers,0,0,0,0
316,10,3600.0,5,2,0.0,1.0,2,Loyal Users,0,0,1,0
317,1,3600.0,10,3,0.1,0.0,1,Impulsive Buyers,0,0,0,0
317,2,3600.0,10,1,0.1,0.0,0,Explorers,0,0,0,0
317,3,3600.0,7,2,0.0,1.0,2,Loyal Users,1,0,1,0
317,4,3600.0,7,3,0.1428571428571428,0.0,3,Hesitant Users,0,0,0,0
317,5,3600.0,7,5,0.7142857142857143,0.0,3,Hesitant Users,0,0,0,0
317,6,3600.0,8,2,0.25,0.0,3,Hesitant Users,0,0,0,0
317,7,3600.0,8,3,0.125,0.0,1,Impulsive Buyers,0,0,0,0
317,8,3600.0,5,3,0.2,0.0,3,Hesitant Users,0,0,0,0
317,9,3600.0,10,3,0.2,0.0,1,Impulsive Buyers,0,0,0,0
317,10,3600.0,6,0,0.0,0.0,0,Explorers,0,0,0,0
318,1,3600.0,9,2,0.0,1.0,2,Loyal Users,1,0,1,0
318,2,3600.0,7,4,0.1428571428571428,0.0,3,Hesitant Users,0,0,0,0
318,3,3600.0,5,1,0.0,1.0,2,Loyal Users,0,0,1,0
318,4,3600.0,9,4,0.2222222222222222,0.0,1,Impulsive Buyers,0,0,0,0
318,5,3600.0,5,3,0.2,0.0,3,Hesitant Users,0,0,0,0
318,6,3600.0,6,1,0.0,1.0,2,Loyal Users,1,0,1,0
318,7,3600.0,9,4,0.0,1.0,2,Loyal Users,1,0,1,0
318,8,3600.0,6,5,0.3333333333333333,0.0,3,Hesitant Users,0,0,0,0
318,9,3600.0,8,4,0.0,1.0,2,Loyal Users,1,0,1,0
318,10,3600.0,5,3,0.0,1.0,2,Loyal Users,0,0,1,0
319,1,3600.0,9,2,0.2222222222222222,0.0,1,Impulsive Buyers,0,0,0,0
319,2,3600.0,5,2,0.4,0.0,3,Hesitant Users,0,0,0,0
319,3,3600.0,5,3,0.0,1.0,2,Loyal Users,0,0,1,0
319,4,3600.0,10,7,0.4,0.0,1,Impulsive Buyers,0,1,0,0
319,5,3600.0,5,3,0.0,1.0,2,Loyal Users,0,0,1,0
319,6,3600.0,7,3,0.1428571428571428,0.0,3,Hesitant Users,0,0,0,0
319,7,3600.0,10,2,0.0,0.0,0,Explorers,0,0,0,0
319,8,3600.0,8,2,0.25,0.0,3,Hesitant Users,0,0,0,0
319,9,3600.0,6,4,0.3333333333333333,0.0,3,Hesitant Users,0,0,0,0
319,10,3600.0,6,3,0.1666666666666666,0.0,3,Hesitant Users,0,0,0,0
320,1,3600.0,10,4,0.1,0.0,1,Impulsive Buyers,0,0,0,0
320,2,3600.0,10,4,0.1,0.0,1,Impulsive Buyers,0,0,0,0
320,3,3600.0,10,4,0.2,0.0,1,Impulsive Buyers,0,0,0,0
320,4,3600.0,9,4,0.0,1.0,2,Loyal Users,1,0,1,0
320,5,3600.0,8,3,0.25,0.0,3,Hesitant Users,0,0,0,0
320,6,3600.0,7,2,0.1428571428571428,0.0,0,Explorers,0,0,0,0
320,7,3600.0,7,3,0.4285714285714285,0.0,3,Hesitant Users,0,0,0,0
320,8,3600.0,7,2,0.1428571428571428,0.0,0,Explorers,0,0,0,0
320,9,3600.0,8,2,0.125,0.0,0,Explorers,0,0,0,0
320,10,3600.0,5,1,0.0,0.0,0,Explorers,0,0,0,0
321,1,3600.0,8,5,0.125,0.0,1,Impulsive Buyers,0,0,0,0
321,2,3600.0,9,5,0.0,1.0,2,Loyal Users,1,0,1,0
321,3,3600.0,6,2,0.0,1.0,2,Loyal Users,1,0,1,0
321,4,3600.0,10,6,0.3,0.0,1,Impulsive Buyers,0,1,0,0
321,5,3600.0,5,1,0.0,1.0,2,Loyal Users,0,0,1,0
321,6,3600.0,10,6,0.1,0.0,1,Impulsive Buyers,0,1,0,0
321,7,3600.0,6,2,0.3333333333333333,0.0,3,Hesitant Users,0,0,0,0
321,8,3600.0,7,4,0.4285714285714285,0.0,3,Hesitant Users,0,0,0,0
321,9,3600.0,8,3,0.0,1.0,2,Loyal Users,1,0,1,0
321,10,3600.0,6,3,0.1666666666666666,0.0,3,Hesitant Users,0,0,0,0
322,1,3600.0,8,0,0.0,0.0,0,Explorers,0,0,0,0
322,2,3600.0,7,4,0.2857142857142857,0.0,3,Hesitant Users,0,0,0,0
322,3,3600.0,10,3,0.1,0.0,1,Impulsive Buyers,0,0,0,0
322,4,3600.0,9,6,0.0,1.0,2,Loyal Users,1,1,1,0
322,5,3600.0,9,4,0.1111111111111111,0.0,1,Impulsive Buyers,0,0,0,0
322,6,3600.0,8,3,0.125,0.0,1,Impulsive Buyers,0,0,0,0
322,7,3600.0,7,4,0.1428571428571428,0.0,3,Hesitant Users,0,0,0,0
322,8,3600.0,8,2,0.125,0.0,0,Explorers,0,0,0,0
322,9,3600.0,8,4,0.25,0.0,1,Impulsive Buyers,0,0,0,0
322,10,3600.0,8,3,0.125,0.0,1,Impulsive Buyers,0,0,0,0
323,1,3600.0,5,0,0.0,0.0,0,Explorers,0,0,0,0
323,2,3600.0,9,2,0.0,1.0,2,Loyal Users,1,0,1,0
323,3,3600.0,8,3,0.125,0.0,1,Impulsive Buyers,0,0,0,0
323,4,3600.0,10,6,0.2,0.0,1,Impulsive Buyers,0,1,0,0
323,5,3600.0,10,5,0.3,0.0,1,Impulsive Buyers,0,0,0,0
323,6,3600.0,5,2,0.0,1.0,2,Loyal Users,0,0,1,0
323,7,3600.0,6,3,0.1666666666666666,0.0,3,Hesitant Users,0,0,0,0
323,8,3600.0,7,4,0.2857142857142857,0.0,3,Hesitant Users,0,0,0,0
323,9,3600.0,10,6,0.3,0.0,1,Impulsive Buyers,0,1,0,0
323,10,3600.0,6,4,0.3333333333333333,0.0,3,Hesitant Users,0,0,0,0
324,1,3600.0,10,5,0.0,1.0,2,Loyal Users,1,0,1,0
324,2,3600.0,6,1,0.0,1.0,2,Loyal Users,1,0,1,0
324,3,3600.0,9,4,0.1111111111111111,0.0,1,Impulsive Buyers,0,0,0,0
324,4,3600.0,9,6,0.1111111111111111,0.0,1,Impulsive Buyers,0,1,0,0
324,5,3600.0,10,3,0.1,0.0,1,Impulsive Buyers,0,0,0,0
324,6,3600.0,5,3,0.2,0.0,3,Hesitant Users,0,0,0,0
324,7,3600.0,5,2,0.4,0.0,3,Hesitant Users,0,0,0,0
324,8,3600.0,8,2,0.0,0.0,0,Explorers,0,0,0,0
324,9,3600.0,8,2,0.0,1.0,2,Loyal Users,1,0,1,0
324,10,3600.0,8,3,0.25,0.0,3,Hesitant Users,0,0,0,0
325,1,3600.0,10,4,0.2,0.0,1,Impulsive Buyers,0,0,0,0
325,2,3600.0,6,4,0.0,0.0,0,Explorers,0,0,0,0
325,3,3600.0,8,3,0.375,0.0,3,Hesitant Users,0,0,0,0
325,4,3600.0,6,2,0.1666666666666666,0.0,3,Hesitant Users,0,0,0,0
325,5,3600.0,5,0,0.0,0.0,0,Explorers,0,0,0,0
325,6,3600.0,7,2,0.0,1.0,2,Loyal Users,1,0,1,0
325,7,3600.0,8,3,0.0,1.0,2,Loyal Users,1,0,1,0
325,8,3600.0,5,3,0.0,1.0,2,Loyal Users,0,0,1,0
325,9,3600.0,7,3,0.0,1.0,2,Loyal Users,1,0,1,0
325,10,3600.0,7,2,0.1428571428571428,0.0,0,Explorers,0,0,0,0
326,1,3600.0,9,3,0.0,0.0,0,Explorers,0,0,0,0
326,2,3600.0,5,4,0.0,1.0,2,Loyal Users,0,0,1,0
326,3,3600.0,7,4,0.2857142857142857,0.0,3,Hesitant Users,0,0,0,0
326,4,3600.0,7,3,0.4285714285714285,0.0,3,Hesitant Users,0,0,0,0
326,5,3600.0,10,4,0.1,0.0,1,Impulsive Buyers,0,0,0,0
326,6,3600.0,5,3,0.2,0.0,3,Hesitant Users,0,0,0,0
326,7,3600.0,5,3,0.0,0.0,0,Explorers,0,0,0,0
326,8,3600.0,8,5,0.375,0.0,1,Impulsive Buyers,0,0,0,0
326,9,3600.0,6,3,0.0,0.0,0,Explorers,0,0,0,0
326,10,3600.0,5,2,0.0,1.0,2,Loyal Users,0,0,1,0
327,1,3600.0,10,6,0.2,0.0,1,Impulsive Buyers,0,1,0,0
327,2,3600.0,9,4,0.1111111111111111,0.0,1,Impulsive Buyers,0,0,0,0
327,3,3600.0,5,3,0.2,0.0,3,Hesitant Users,0,0,0,0
327,4,3600.0,10,6,0.1,0.0,1,Impulsive Buyers,0,1,0,0
327,5,3600.0,7,5,0.1428571428571428,0.0,1,Impulsive Buyers,0,0,0,0
327,6,3600.0,6,4,0.3333333333333333,0.0,3,Hesitant Users,0,0,0,0
327,7,3600.0,8,5,0.5,0.0,1,Impulsive Buyers,0,0,0,0
327,8,3600.0,9,5,0.3333333333333333,0.0,1,Impulsive Buyers,0,0,0,0
327,9,3600.0,6,4,0.5,0.0,3,Hesitant Users,0,0,0,0
327,10,3600.0,7,3,0.2857142857142857,0.0,3,Hesitant Users,0,0,0,0
328,1,3600.0,9,1,0.0,1.0,2,Loyal Users,1,0,1,0
328,2,3600.0,9,5,0.3333333333333333,0.0,1,Impulsive Buyers,0,0,0,0
328,3,3600.0,10,3,0.0,1.0,2,Loyal Users,1,0,1,0
328,4,3600.0,5,1,0.2,0.0,3,Hesitant Users,0,0,0,0
328,5,3600.0,8,4,0.125,0.0,1,Impulsive Buyers,0,0,0,0
328,6,3600.0,8,4,0.125,0.0,1,Impulsive Buyers,0,0,0,0
328,7,3600.0,5,3,0.0,1.0,2,Loyal Users,0,0,1,0
328,8,3600.0,7,5,0.4285714285714285,0.0,3,Hesitant Users,0,0,0,0
328,9,3600.0,6,2,0.1666666666666666,0.0,3,Hesitant Users,0,0,0,0
328,10,3600.0,9,5,0.2222222222222222,0.0,1,Impulsive Buyers,0,0,0,0
329,1,3600.0,8,2,0.125,0.0,0,Explorers,0,0,0,0
329,2,3600.0,8,2,0.25,0.0,3,Hesitant Users,0,0,0,0
329,3,3600.0,8,3,0.0,1.0,2,Loyal Users,1,0,1,0
329,4,3600.0,9,3,0.2222222222222222,0.0,1,Impulsive Buyers,0,0,0,0
329,5,3600.0,7,3,0.2857142857142857,0.0,3,Hesitant Users,0,0,0,0
329,6,3600.0,7,3,0.2857142857142857,0.0,3,Hesitant Users,0,0,0,0
329,7,3600.0,5,3,0.4,0.0,3,Hesitant Users,0,0,0,0
329,8,3600.0,10,5,0.0,1.0,2,Loyal Users,1,0,1,0
329,9,3600.0,5,1,0.0,0.0,0,Explorers,0,0,0,0
329,10,3600.0,10,5,0.1,0.0,1,Impulsive Buyers,0,0,0,0
330,1,3600.0,9,5,0.2222222222222222,0.0,1,Impulsive Buyers,0,0,0,0
330,2,3600.0,9,4,0.2222222222222222,0.0,1,Impulsive Buyers,0,0,0,0
330,3,3600.0,6,3,0.1666666666666666,0.0,3,Hesitant Users,0,0,0,0
330,4,3600.0,7,4,0.0,1.0,2,Loyal Users,1,0,1,0
330,5,3600.0,7,3,0.1428571428571428,0.0,3,Hesitant Users,0,0,0,0
330,6,3600.0,9,2,0.0,0.0,0,Explorers,0,0,0,0
330,7,3600.0,7,6,0.4285714285714285,0.0,1,Impulsive Buyers,0,1,0,0
330,8,3600.0,6,1,0.0,0.0,0,Explorers,0,0,0,0
330,9,3600.0,10,6,0.3,0.0,1,Impulsive Buyers,0,1,0,0
330,10,3600.0,9,4,0.2222222222222222,0.0,1,Impulsive Buyers,0,0,0,0
331,1,3600.0,5,1,0.0,1.0,2,Loyal Users,0,0,1,0
331,2,3600.0,5,2,0.2,0.0,3,Hesitant Users,0,0,0,0
331,3,3600.0,10,4,0.1,0.0,1,Impulsive Buyers,0,0,0,0
331,4,3600.0,5,2,0.2,0.0,3,Hesitant Users,0,0,0,0
331,5,3600.0,9,1,0.1111111111111111,0.0,0,Explorers,0,0,0,0
331,6,3600.0,6,1,0.0,0.0,0,Explorers,0,0,0,0
331,7,3600.0,8,3,0.0,1.0,2,Loyal Users,1,0,1,0
331,8,3600.0,7,3,0.2857142857142857,0.0,3,Hesitant Users,0,0,0,0
331,9,3600.0,5,2,0.2,0.0,3,Hesitant Users,0,0,0,0
331,10,3600.0,9,5,0.2222222222222222,0.0,1,Impulsive Buyers,0,0,0,0
332,1,3600.0,9,5,0.2222222222222222,0.0,1,Impulsive Buyers,0,0,0,0
332,2,3600.0,7,4,0.1428571428571428,0.0,3,Hesitant Users,0,0,0,0
332,3,3600.0,10,5,0.2,0.0,1,Impulsive Buyers,0,0,0,0
332,4,3600.0,7,1,0.1428571428571428,0.0,0,Explorers,0,0,0,0
332,5,3600.0,5,1,0.0,0.0,0,Explorers,0,0,0,0
332,6,3600.0,7,2,0.0,1.0,2,Loyal Users,1,0,1,0
332,7,3600.0,5,3,0.4,0.0,3,Hesitant Users,0,0,0,0
332,8,3600.0,7,1,0.0,1.0,2,Loyal Users,1,0,1,0
332,9,3600.0,5,2,0.2,0.0,3,Hesitant Users,0,0,0,0
332,10,3600.0,9,2,0.1111111111111111,0.0,0,Explorers,0,0,0,0
333,1,3600.0,5,4,0.2,0.0,3,Hesitant Users,0,0,0,0
333,2,3600.0,9,6,0.1111111111111111,0.0,1,Impulsive Buyers,0,1,0,0
333,3,3600.0,10,5,0.1,0.0,1,Impulsive Buyers,0,0,0,0
333,4,3600.0,9,3,0.1111111111111111,0.0,1,Impulsive Buyers,0,0,0,0
333,5,3600.0,5,3,0.0,1.0,2,Loyal Users,0,0,1,0
333,6,3600.0,5,3,0.2,0.0,3,Hesitant Users,0,0,0,0
333,7,3600.0,6,5,0.3333333333333333,0.0,3,Hesitant Users,0,0,0,0
333,8,3600.0,10,4,0.1,0.0,1,Impulsive Buyers,0,0,0,0
333,9,3600.0,5,1,0.0,0.0,0,Explorers,0,0,0,0
333,10,3600.0,10,5,0.4,0.0,1,Impulsive Buyers,0,0,0,0
334,1,3600.0,5,0,0.0,0.0,0,Explorers,0,0,0,0
334,2,3600.0,8,3,0.125,0.0,1,Impulsive Buyers,0,0,0,0
334,3,3600.0,7,3,0.1428571428571428,0.0,3,Hesitant Users,0,0,0,0
334,4,3600.0,10,3,0.0,1.0,2,Loyal Users,1,0,1,0
334,5,3600.0,8,4,0.25,0.0,1,Impulsive Buyers,0,0,0,0
334,6,3600.0,8,3,0.0,1.0,2,Loyal Users,1,0,1,0
334,7,3600.0,8,3,0.125,0.0,1,Impulsive Buyers,0,0,0,0
334,8,3600.0,10,7,0.2,0.0,1,Impulsive Buyers,0,1,0,0
334,9,3600.0,6,4,0.5,0.0,3,Hesitant Users,0,0,0,0
334,10,3600.0,6,5,0.1666666666666666,0.0,3,Hesitant Users,0,0,0,0
335,1,3600.0,5,0,0.0,0.0,0,Explorers,0,0,0,0
335,2,3600.0,8,4,0.25,0.0,1,Impulsive Buyers,0,0,0,0
335,3,3600.0,10,3,0.0,0.0,1,Impulsive Buyers,0,0,0,0
335,4,3600.0,6,1,0.0,0.0,0,Explorers,0,0,0,0
335,5,3600.0,7,2,0.2857142857142857,0.0,3,Hesitant Users,0,0,0,0
335,6,3600.0,9,4,0.0,1.0,2,Loyal Users,1,0,1,0
335,7,3600.0,8,4,0.125,0.0,1,Impulsive Buyers,0,0,0,0
335,8,3600.0,5,1,0.2,0.0,3,Hesitant Users,0,0,0,0
335,9,3600.0,10,4,0.2,0.0,1,Impulsive Buyers,0,0,0,0
335,10,3600.0,10,5,0.2,0.0,1,Impulsive Buyers,0,0,0,0
336,1,3600.0,9,3,0.1111111111111111,0.0,1,Impulsive Buyers,0,0,0,0
336,2,3600.0,5,2,0.0,1.0,2,Loyal Users,0,0,1,0
336,3,3600.0,6,2,0.1666666666666666,0.0,3,Hesitant Users,0,0,0,0
336,4,3600.0,6,4,0.1666666666666666,0.0,3,Hesitant Users,0,0,0,0
336,5,3600.0,10,3,0.1,0.0,1,Impulsive Buyers,0,0,0,0
336,6,3600.0,7,4,0.2857142857142857,0.0,3,Hesitant Users,0,0,0,0
336,7,3600.0,10,5,0.1,0.0,1,Impulsive Buyers,0,0,0,0
336,8,3600.0,5,2,0.2,0.0,3,Hesitant Users,0,0,0,0
336,9,3600.0,10,4,0.0,1.0,2,Loyal Users,1,0,1,0
336,10,3600.0,6,3,0.1666666666666666,0.0,3,Hesitant Users,0,0,0,0
337,1,3600.0,9,3,0.0,1.0,2,Loyal Users,1,0,1,0
337,2,3600.0,10,6,0.1,0.0,1,Impulsive Buyers,0,1,0,0
337,3,3600.0,7,4,0.1428571428571428,0.0,3,Hesitant Users,0,0,0,0
337,4,3600.0,5,2,0.0,0.0,0,Explorers,0,0,0,0
337,5,3600.0,8,4,0.25,0.0,1,Impulsive Buyers,0,0,0,0
337,6,3600.0,8,4,0.125,0.0,1,Impulsive Buyers,0,0,0,0
337,7,3600.0,10,7,0.3,0.0,1,Impulsive Buyers,0,1,0,0
337,8,3600.0,8,1,0.0,0.0,0,Explorers,0,0,0,0
337,9,3600.0,7,2,0.0,1.0,2,Loyal Users,1,0,1,0
337,10,3600.0,6,1,0.0,0.0,0,Explorers,0,0,0,0
338,1,3600.0,6,4,0.3333333333333333,0.0,3,Hesitant Users,0,0,0,0
